
0it [00:00, ?it/s]
1it [00:00,  6.51it/s, bound: 0 | nc: 1 | ncall: 10001 | eff(%):  0.010 | loglstar:   -inf < -58845.648 <    inf | logz: -58855.552 +/-  0.031 | dlogz:    inf >  0.100]
51it [00:00, 225.74it/s, bound: 0 | nc: 1 | ncall: 10051 | eff(%):  0.507 | loglstar:   -inf < -35629.411 <    inf | logz: -35639.320 +/-  0.031 | dlogz: 36111.421 >  0.100]
101it [00:00, 275.95it/s, bound: 0 | nc: 1 | ncall: 10101 | eff(%):  1.000 | loglstar:   -inf < -29610.686 <    inf | logz: -29619.760 +/-  0.030 | dlogz: 29623.851 >  0.100]
150it [00:00, 298.90it/s, bound: 0 | nc: 1 | ncall: 10151 | eff(%):  1.478 | loglstar:   -inf < -26199.270 <    inf | logz: -26209.188 +/-  0.031 | dlogz: 26509.220 >  0.100]
196it [00:00, 307.30it/s, bound: 0 | nc: 2 | ncall: 10201 | eff(%):  1.921 | loglstar:   -inf < -23060.948 <    inf | logz: -23070.871 +/-  0.032 | dlogz: 23204.935 >  0.100]
244it [00:00, 338.15it/s, bound: 0 | nc: 1 | ncall: 10251 | eff(%):  2.380 | loglstar:   -inf < -21052.190 <    inf | logz: -21062.118 +/-  0.032 | dlogz: 21099.773 >  0.100]
294it [00:00, 333.20it/s, bound: 0 | nc: 1 | ncall: 10301 | eff(%):  2.854 | loglstar:   -inf < -19167.024 <    inf | logz: -19176.957 +/-  0.032 | dlogz: 19228.808 >  0.100]
344it [00:01, 329.30it/s, bound: 0 | nc: 1 | ncall: 10351 | eff(%):  3.323 | loglstar:   -inf < -17625.309 <    inf | logz: -17635.247 +/-  0.032 | dlogz: 17694.870 >  0.100]
393it [00:01, 328.65it/s, bound: 0 | nc: 1 | ncall: 10401 | eff(%):  3.778 | loglstar:   -inf < -16466.993 <    inf | logz: -16476.830 +/-  0.031 | dlogz: 16482.573 >  0.100]
440it [00:01, 325.42it/s, bound: 0 | nc: 1 | ncall: 10451 | eff(%):  4.210 | loglstar:   -inf < -15583.216 <    inf | logz: -15593.164 +/-  0.032 | dlogz: 15630.429 >  0.100]
488it [00:01, 325.44it/s, bound: 0 | nc: 1 | ncall: 10501 | eff(%):  4.647 | loglstar:   -inf < -14582.328 <    inf | logz: -14592.280 +/-  0.032 | dlogz: 14604.901 >  0.100]
538it [00:01, 329.68it/s, bound: 0 | nc: 1 | ncall: 10551 | eff(%):  5.099 | loglstar:   -inf < -13708.371 <    inf | logz: -13717.448 +/-  0.030 | dlogz: 13721.466 >  0.100]
586it [00:01, 323.46it/s, bound: 0 | nc: 1 | ncall: 10601 | eff(%):  5.528 | loglstar:   -inf < -13086.275 <    inf | logz: -13096.237 +/-  0.032 | dlogz: 13117.757 >  0.100]
633it [00:02, 307.86it/s, bound: 0 | nc: 1 | ncall: 10651 | eff(%):  5.943 | loglstar:   -inf < -12459.368 <    inf | logz: -12469.335 +/-  0.032 | dlogz: 12498.627 >  0.100]
679it [00:02, 323.40it/s, bound: 0 | nc: 1 | ncall: 10701 | eff(%):  6.345 | loglstar:   -inf < -12003.349 <    inf | logz: -12013.255 +/-  0.031 | dlogz: 12019.483 >  0.100]
726it [00:02, 341.65it/s, bound: 0 | nc: 1 | ncall: 10751 | eff(%):  6.753 | loglstar:   -inf < -11624.472 <    inf | logz: -11634.448 +/-  0.032 | dlogz: 11663.500 >  0.100]
772it [00:02, 353.03it/s, bound: 0 | nc: 1 | ncall: 10801 | eff(%):  7.147 | loglstar:   -inf < -11198.436 <    inf | logz: -11207.957 +/-  0.030 | dlogz: 11212.305 >  0.100]
822it [00:02, 370.02it/s, bound: 0 | nc: 1 | ncall: 10851 | eff(%):  7.575 | loglstar:   -inf < -10860.220 <    inf | logz: -10870.206 +/-  0.032 | dlogz: 10881.184 >  0.100]
867it [00:02, 371.73it/s, bound: 0 | nc: 1 | ncall: 10901 | eff(%):  7.953 | loglstar:   -inf < -10411.631 <    inf | logz: -10421.621 +/-  0.032 | dlogz: 10439.841 >  0.100]
913it [00:02, 374.19it/s, bound: 0 | nc: 1 | ncall: 10951 | eff(%):  8.337 | loglstar:   -inf < -10021.361 <    inf | logz: -10031.280 +/-  0.031 | dlogz: 10037.267 >  0.100]
955it [00:02, 368.41it/s, bound: 0 | nc: 1 | ncall: 11001 | eff(%):  8.681 | loglstar:   -inf < -9726.848 <    inf | logz: -9736.847 +/-  0.032 | dlogz: 9769.600 >  0.100]   
1002it [00:03, 374.54it/s, bound: 0 | nc: 1 | ncall: 11051 | eff(%):  9.067 | loglstar:   -inf < -9415.470 <    inf | logz: -9425.473 +/-  0.032 | dlogz: 9442.313 >  0.100]
1050it [00:03, 381.86it/s, bound: 0 | nc: 1 | ncall: 11101 | eff(%):  9.459 | loglstar:   -inf < -9102.587 <    inf | logz: -9111.511 +/-  0.030 | dlogz: 9115.354 >  0.100]
1096it [00:03, 382.41it/s, bound: 0 | nc: 1 | ncall: 11151 | eff(%):  9.829 | loglstar:   -inf < -8906.839 <    inf | logz: -8916.285 +/-  0.030 | dlogz: 8920.549 >  0.100]
1140it [00:03, 351.04it/s, bound: 0 | nc: 1 | ncall: 11201 | eff(%): 10.178 | loglstar:   -inf < -8695.091 <    inf | logz: -8704.545 +/-  0.030 | dlogz: 8708.630 >  0.100]
1184it [00:03, 322.60it/s, bound: 0 | nc: 1 | ncall: 11251 | eff(%): 10.524 | loglstar:   -inf < -8489.413 <    inf | logz: -8499.407 +/-  0.031 | dlogz: 8506.368 >  0.100]
1228it [00:03, 310.80it/s, bound: 0 | nc: 1 | ncall: 11301 | eff(%): 10.866 | loglstar:   -inf < -8298.015 <    inf | logz: -8307.198 +/-  0.030 | dlogz: 8311.167 >  0.100]
1272it [00:03, 305.46it/s, bound: 0 | nc: 1 | ncall: 11351 | eff(%): 11.206 | loglstar:   -inf < -8045.329 <    inf | logz: -8054.494 +/-  0.030 | dlogz: 8058.443 >  0.100]
1320it [00:04, 329.84it/s, bound: 0 | nc: 2 | ncall: 11402 | eff(%): 11.577 | loglstar:   -inf < -7808.536 <    inf | logz: -7818.523 +/-  0.031 | dlogz: 7824.985 >  0.100]
1365it [00:04, 319.00it/s, bound: 0 | nc: 2 | ncall: 11452 | eff(%): 11.919 | loglstar:   -inf < -7603.211 <    inf | logz: -7613.251 +/-  0.032 | dlogz: 7629.477 >  0.100]
1411it [00:04, 315.87it/s, bound: 0 | nc: 2 | ncall: 11502 | eff(%): 12.267 | loglstar:   -inf < -7369.056 <    inf | logz: -7379.066 +/-  0.031 | dlogz: 7385.846 >  0.100]
1454it [00:04, 314.25it/s, bound: 0 | nc: 1 | ncall: 11551 | eff(%): 12.588 | loglstar:   -inf < -7222.458 <    inf | logz: -7232.406 +/-  0.031 | dlogz: 7238.148 >  0.100]
1498it [00:04, 318.42it/s, bound: 0 | nc: 1 | ncall: 11601 | eff(%): 12.913 | loglstar:   -inf < -7063.129 <    inf | logz: -7072.950 +/-  0.030 | dlogz: 7077.698 >  0.100]
1537it [00:04, 302.14it/s, bound: 0 | nc: 1 | ncall: 11651 | eff(%): 13.192 | loglstar:   -inf < -6932.513 <    inf | logz: -6941.894 +/-  0.030 | dlogz: 6945.988 >  0.100]
1577it [00:04, 292.69it/s, bound: 0 | nc: 1 | ncall: 11701 | eff(%): 13.477 | loglstar:   -inf < -6811.110 <    inf | logz: -6821.084 +/-  0.031 | dlogz: 6826.929 >  0.100]
1619it [00:04, 302.72it/s, bound: 0 | nc: 2 | ncall: 11751 | eff(%): 13.778 | loglstar:   -inf < -6673.829 <    inf | logz: -6683.803 +/-  0.031 | dlogz: 6689.434 >  0.100]
1665it [00:05, 306.38it/s, bound: 0 | nc: 1 | ncall: 11801 | eff(%): 14.109 | loglstar:   -inf < -6478.101 <    inf | logz: -6487.927 +/-  0.031 | dlogz: 6492.822 >  0.100]
1699it [00:05, 284.53it/s, bound: 0 | nc: 1 | ncall: 11851 | eff(%): 14.336 | loglstar:   -inf < -6342.207 <    inf | logz: -6352.236 +/-  0.031 | dlogz: 6358.720 >  0.100]
1735it [00:05, 292.43it/s, bound: 0 | nc: 1 | ncall: 11901 | eff(%): 14.579 | loglstar:   -inf < -6200.520 <    inf | logz: -6210.589 +/-  0.032 | dlogz: 6218.748 >  0.100]
1773it [00:05, 292.17it/s, bound: 0 | nc: 1 | ncall: 11951 | eff(%): 14.836 | loglstar:   -inf < -6052.858 <    inf | logz: -6062.604 +/-  0.030 | dlogz: 6066.848 >  0.100]
1813it [00:05, 288.79it/s, bound: 0 | nc: 2 | ncall: 12001 | eff(%): 15.107 | loglstar:   -inf < -5921.012 <    inf | logz: -5930.383 +/-  0.029 | dlogz: 5934.128 >  0.100]
1857it [00:05, 291.57it/s, bound: 0 | nc: 1 | ncall: 12051 | eff(%): 15.410 | loglstar:   -inf < -5785.119 <    inf | logz: -5794.405 +/-  0.029 | dlogz: 5798.027 >  0.100]
1894it [00:05, 286.48it/s, bound: 0 | nc: 5 | ncall: 12104 | eff(%): 15.648 | loglstar:   -inf < -5687.942 <    inf | logz: -5697.128 +/-  0.029 | dlogz: 5700.788 >  0.100]
1934it [00:06, 281.99it/s, bound: 0 | nc: 1 | ncall: 12151 | eff(%): 15.916 | loglstar:   -inf < -5572.991 <    inf | logz: -5583.054 +/-  0.031 | dlogz: 5589.665 >  0.100]
1973it [00:06, 277.48it/s, bound: 0 | nc: 1 | ncall: 12201 | eff(%): 16.171 | loglstar:   -inf < -5478.458 <    inf | logz: -5487.836 +/-  0.030 | dlogz: 5491.834 >  0.100]
2013it [00:06, 276.17it/s, bound: 0 | nc: 2 | ncall: 12252 | eff(%): 16.430 | loglstar:   -inf < -5378.078 <    inf | logz: -5387.565 +/-  0.029 | dlogz: 5391.247 >  0.100]
2053it [00:06, 274.70it/s, bound: 0 | nc: 1 | ncall: 12301 | eff(%): 16.690 | loglstar:   -inf < -5280.307 <    inf | logz: -5289.411 +/-  0.029 | dlogz: 5292.807 >  0.100]
2093it [00:06, 278.22it/s, bound: 0 | nc: 2 | ncall: 12351 | eff(%): 16.946 | loglstar:   -inf < -5190.001 <    inf | logz: -5198.595 +/-  0.029 | dlogz: 5201.799 >  0.100]
2135it [00:06, 284.18it/s, bound: 0 | nc: 2 | ncall: 12402 | eff(%): 17.215 | loglstar:   -inf < -5089.465 <    inf | logz: -5098.831 +/-  0.030 | dlogz: 5102.649 >  0.100]
2173it [00:06, 282.10it/s, bound: 0 | nc: 1 | ncall: 12451 | eff(%): 17.452 | loglstar:   -inf < -5007.903 <    inf | logz: -5017.963 +/-  0.031 | dlogz: 5023.779 >  0.100]
2209it [00:07, 270.59it/s, bound: 0 | nc: 1 | ncall: 12501 | eff(%): 17.671 | loglstar:   -inf < -4935.573 <    inf | logz: -4944.760 +/-  0.030 | dlogz: 4948.571 >  0.100]
2248it [00:07, 268.99it/s, bound: 0 | nc: 2 | ncall: 12552 | eff(%): 17.909 | loglstar:   -inf < -4858.272 <    inf | logz: -4867.307 +/-  0.029 | dlogz: 4870.825 >  0.100]
2290it [00:07, 291.36it/s, bound: 0 | nc: 1 | ncall: 12601 | eff(%): 18.173 | loglstar:   -inf < -4769.598 <    inf | logz: -4778.207 +/-  0.029 | dlogz: 4781.321 >  0.100]
2331it [00:07, 305.35it/s, bound: 0 | nc: 2 | ncall: 12651 | eff(%): 18.425 | loglstar:   -inf < -4675.551 <    inf | logz: -4684.810 +/-  0.029 | dlogz: 4688.450 >  0.100]
2369it [00:07, 309.71it/s, bound: 0 | nc: 2 | ncall: 12701 | eff(%): 18.652 | loglstar:   -inf < -4585.358 <    inf | logz: -4594.124 +/-  0.029 | dlogz: 4597.349 >  0.100]
2409it [00:07, 297.97it/s, bound: 0 | nc: 1 | ncall: 12751 | eff(%): 18.893 | loglstar:   -inf < -4504.982 <    inf | logz: -4514.737 +/-  0.030 | dlogz: 4519.012 >  0.100]
2450it [00:07, 302.23it/s, bound: 0 | nc: 2 | ncall: 12802 | eff(%): 19.138 | loglstar:   -inf < -4427.516 <    inf | logz: -4436.903 +/-  0.030 | dlogz: 4440.600 >  0.100]
2484it [00:08, 285.24it/s, bound: 0 | nc: 1 | ncall: 12851 | eff(%): 19.329 | loglstar:   -inf < -4369.235 <    inf | logz: -4379.374 +/-  0.032 | dlogz: 4387.002 >  0.100]
2523it [00:08, 288.16it/s, bound: 0 | nc: 1 | ncall: 12901 | eff(%): 19.557 | loglstar:   -inf < -4287.813 <    inf | logz: -4297.002 +/-  0.029 | dlogz: 4300.300 >  0.100]
2560it [00:08, 280.29it/s, bound: 0 | nc: 2 | ncall: 12951 | eff(%): 19.767 | loglstar:   -inf < -4198.547 <    inf | logz: -4207.582 +/-  0.029 | dlogz: 4210.825 >  0.100]
