
0it [00:00, ?it/s]
1it [00:00,  6.19it/s, bound: 0 | nc: 1 | ncall: 10001 | eff(%):  0.010 | loglstar:   -inf < -6209.502 <    inf | logz: -6219.405 +/-  0.031 | dlogz:    inf >  0.100]
51it [00:00, 182.29it/s, bound: 0 | nc: 1 | ncall: 10051 | eff(%):  0.507 | loglstar:   -inf < -4793.141 <    inf | logz: -4803.050 +/-  0.031 | dlogz: 4792.653 >  0.100]
101it [00:00, 221.40it/s, bound: 0 | nc: 1 | ncall: 10101 | eff(%):  1.000 | loglstar:   -inf < -4255.692 <    inf | logz: -4265.589 +/-  0.031 | dlogz: 4227.579 >  0.100]
150it [00:00, 237.99it/s, bound: 0 | nc: 1 | ncall: 10151 | eff(%):  1.478 | loglstar:   -inf < -3965.406 <    inf | logz: -3974.999 +/-  0.030 | dlogz: 3934.169 >  0.100]
199it [00:00, 262.01it/s, bound: 0 | nc: 1 | ncall: 10201 | eff(%):  1.951 | loglstar:   -inf < -3719.479 <    inf | logz: -3728.650 +/-  0.030 | dlogz: 3687.171 >  0.100]
249it [00:01, 272.69it/s, bound: 0 | nc: 1 | ncall: 10251 | eff(%):  2.429 | loglstar:   -inf < -3499.510 <    inf | logz: -3509.122 +/-  0.030 | dlogz: 3468.230 >  0.100]
296it [00:01, 261.71it/s, bound: 0 | nc: 1 | ncall: 10301 | eff(%):  2.874 | loglstar:   -inf < -3272.293 <    inf | logz: -3282.213 +/-  0.031 | dlogz: 3244.410 >  0.100]
340it [00:01, 262.45it/s, bound: 0 | nc: 1 | ncall: 10351 | eff(%):  3.285 | loglstar:   -inf < -3131.762 <    inf | logz: -3141.627 +/-  0.031 | dlogz: 3101.914 >  0.100]
389it [00:01, 245.33it/s, bound: 0 | nc: 1 | ncall: 10401 | eff(%):  3.740 | loglstar:   -inf < -3018.383 <    inf | logz: -3027.656 +/-  0.030 | dlogz: 2986.175 >  0.100]
438it [00:01, 249.54it/s, bound: 0 | nc: 1 | ncall: 10451 | eff(%):  4.191 | loglstar:   -inf < -2913.267 <    inf | logz: -2922.712 +/-  0.029 | dlogz: 2881.021 >  0.100]
485it [00:01, 252.00it/s, bound: 0 | nc: 1 | ncall: 10501 | eff(%):  4.619 | loglstar:   -inf < -2817.824 <    inf | logz: -2827.393 +/-  0.029 | dlogz: 2785.991 >  0.100]
534it [00:02, 253.94it/s, bound: 0 | nc: 1 | ncall: 10551 | eff(%):  5.061 | loglstar:   -inf < -2721.988 <    inf | logz: -2731.829 +/-  0.031 | dlogz: 2691.765 >  0.100]
579it [00:02, 249.80it/s, bound: 0 | nc: 1 | ncall: 10601 | eff(%):  5.462 | loglstar:   -inf < -2645.909 <    inf | logz: -2655.226 +/-  0.029 | dlogz: 2613.443 >  0.100]
628it [00:02, 251.30it/s, bound: 0 | nc: 1 | ncall: 10651 | eff(%):  5.896 | loglstar:   -inf < -2550.424 <    inf | logz: -2560.077 +/-  0.030 | dlogz: 2519.182 >  0.100]
675it [00:02, 253.43it/s, bound: 0 | nc: 1 | ncall: 10701 | eff(%):  6.308 | loglstar:   -inf < -2497.953 <    inf | logz: -2506.473 +/-  0.028 | dlogz: 2464.167 >  0.100]
723it [00:02, 251.47it/s, bound: 0 | nc: 1 | ncall: 10751 | eff(%):  6.725 | loglstar:   -inf < -2422.511 <    inf | logz: -2431.147 +/-  0.028 | dlogz: 2388.823 >  0.100]
